Network Size;Dataset Type;Scoring;TP;FP;FN;Precision;Recall;F1_Score;SHD;Jaccard Distance
16;sync_SINGLE_sampled_f3;MDL;0;0;30;0.0000;0.0000;0.0000;30;1.0000
16;sync_SINGLE_trans_heavy;BDE;0;0;30;0.0000;0.0000;0.0000;30;1.0000
16;sync_SINGLE_trans_heavy;MDL;0;0;30;0.0000;0.0000;0.0000;30;1.0000
16;sync_attractor_heavy;BDE;7;32;23;0.1795;0.2333;0.2029;55;0.8871
16;sync_attractor_heavy;MDL;7;31;23;0.1842;0.2333;0.2059;54;0.8852
16;sync_full;BDE;10;36;20;0.2174;0.3333;0.2632;56;0.8485
16;sync_full;MDL;10;35;20;0.2222;0.3333;0.2667;55;0.8462
16;sync_sampled_f3;BDE;9;36;21;0.2000;0.3000;0.2400;57;0.8636
16;sync_sampled_f3;MDL;10;31;20;0.2439;0.3333;0.2817;51;0.8361
16;sync_transient_heavy;BDE;11;35;19;0.2391;0.3667;0.2895;54;0.8308
16;sync_transient_heavy;MDL;11;34;19;0.2444;0.3667;0.2933;53;0.8281
5;async_SINGLE_attr_heavy;BDE;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;async_SINGLE_attr_heavy;MDL;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;async_SINGLE_full;BDE;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;async_SINGLE_full;MDL;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;async_SINGLE_sampled_f3;BDE;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;async_SINGLE_sampled_f3;MDL;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;async_SINGLE_trans_heavy;BDE;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;async_SINGLE_trans_heavy;MDL;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;async_attr_heavy;BDE;2;1;4;0.6667;0.3333;0.4444;5;0.7143
5;async_attr_heavy;MDL;3;1;3;0.7500;0.5000;0.6000;4;0.5714
5;async_full;BDE;6;8;0;0.4286;1.0000;0.6000;8;0.5714
5;async_full;MDL;6;8;0;0.4286;1.0000;0.6000;8;0.5714
5;async_sampled_f3;BDE;6;5;0;0.5455;1.0000;0.7059;5;0.4545
5;async_sampled_f3;MDL;6;5;0;0.5455;1.0000;0.7059;5;0.4545
5;async_trans_heavy;BDE;4;4;2;0.5000;0.6667;0.5714;6;0.6000
5;async_trans_heavy;MDL;4;4;2;0.5000;0.6667;0.5714;6;0.6000
5;sync_SINGLE_attr_heavy;BDE;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;sync_SINGLE_attr_heavy;MDL;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;sync_SINGLE_full;BDE;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;sync_SINGLE_full;MDL;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;sync_SINGLE_sampled_f3;BDE;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;sync_SINGLE_sampled_f3;MDL;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;sync_SINGLE_trans_heavy;BDE;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;sync_SINGLE_trans_heavy;MDL;0;0;6;0.0000;0.0000;0.0000;6;1.0000
5;sync_attractor_heavy;BDE;1;5;5;0.1667;0.1667;0.1667;10;0.9091
5;sync_attractor_heavy;MDL;1;6;5;0.1429;0.1667;0.1538;11;0.9167
5;sync_full;BDE;1;5;5;0.1667;0.1667;0.1667;10;0.9091
5;sync_full;MDL;1;6;5;0.1429;0.1667;0.1538;11;0.9167
5;sync_sampled_f3;BDE;4;7;2;0.3636;0.6667;0.4706;9;0.6923
5;sync_sampled_f3;MDL;3;7;3;0.3000;0.5000;0.3750;10;0.7692
5;sync_transient_heavy;BDE;1;5;5;0.1667;0.1667;0.1667;10;0.9091
5;sync_transient_heavy;MDL;1;6;5;0.1429;0.1667;0.1538;11;0.9167
7;async_SINGLE_attr_heavy;BDE;0;0;9;0.0000;0.0000;0.0000;9;1.0000
7;async_SINGLE_attr_heavy;MDL;0;0;9;0.0000;0.0000;0.0000;9;1.0000
7;async_SINGLE_full;BDE;1;5;8;0.1667;0.1111;0.1333;13;0.9286
7;async_SINGLE_full;MDL;2;5;7;0.2857;0.2222;0.2500;12;0.8571
7;async_SINGLE_sampled_f3;BDE;0;0;9;0.0000;0.0000;0.0000;9;1.0000
7;async_SINGLE_sampled_f3;MDL;0;4;9;0.0000;0.0000;0.0000;13;1.0000
7;async_SINGLE_trans_heavy;BDE;0;0;9;0.0000;0.0000;0.0000;9;1.0000
7;async_SINGLE_trans_heavy;MDL;0;0;9;0.0000;0.0000;0.0000;9;1.0000
7;async_attr_heavy;BDE;4;3;5;0.5714;0.4444;0.5000;8;0.6667
7;async_attr_heavy;MDL;4;4;5;0.5000;0.4444;0.4706;9;0.6923
7;async_full;BDE;4;4;5;0.5000;0.4444;0.4706;9;0.6923
7;async_full;MDL;6;4;3;0.6000;0.6667;0.6316;7;0.5385
7;async_sampled_f3;BDE;4;4;5;0.5000;0.4444;0.4706;9;0.6923
7;async_sampled_f3;MDL;4;4;5;0.5000;0.4444;0.4706;9;0.6923
7;async_trans_heavy;BDE;4;2;5;0.6667;0.4444;0.5333;7;0.6364
7;async_trans_heavy;MDL;4;5;5;0.4444;0.4444;0.4444;10;0.7143
7;sync_SINGLE_attr_heavy;BDE;0;0;9;0.0000;0.0000;0.0000;9;1.0000
7;sync_SINGLE_attr_heavy;MDL;0;0;9;0.0000;0.0000;0.0000;9;1.0000
7;sync_SINGLE_full;BDE;0;0;9;0.0000;0.0000;0.0000;9;1.0000
7;sync_SINGLE_full;MDL;0;0;9;0.0000;0.0000;0.0000;9;1.0000
7;sync_SINGLE_sampled_f3;BDE;0;0;9;0.0000;0.0000;0.0000;9;1.0000
7;sync_SINGLE_sampled_f3;MDL;1;1;8;0.5000;0.1111;0.1818;9;0.9000
7;sync_SINGLE_trans_heavy;BDE;0;0;9;0.0000;0.0000;0.0000;9;1.0000
7;sync_SINGLE_trans_heavy;MDL;0;0;9;0.0000;0.0000;0.0000;9;1.0000
7;sync_attractor_heavy;BDE;7;8;2;0.4667;0.7778;0.5833;10;0.5882
7;sync_attractor_heavy;MDL;7;8;2;0.4667;0.7778;0.5833;10;0.5882
7;sync_full;BDE;7;8;2;0.4667;0.7778;0.5833;10;0.5882
7;sync_full;MDL;7;8;2;0.4667;0.7778;0.5833;10;0.5882
7;sync_sampled_f3;BDE;7;9;2;0.4375;0.7778;0.5600;11;0.6111
7;sync_sampled_f3;MDL;7;8;2;0.4667;0.7778;0.5833;10;0.5882
7;sync_transient_heavy;BDE;5;7;4;0.4167;0.5556;0.4762;11;0.6875
7;sync_transient_heavy;MDL;3;6;6;0.3333;0.3333;0.3333;12;0.8000
